Acquisition Type,AMI Category,Bathrooms,Bedrooms,Block GeoID,Built Year,Organizational Sponsor/Owner,Property/Project Name,Restriction Type,Square Feet,Tenure Type,Unit ID,Unit Type,Year Unit Became Permanently Affordable
Redevelopment,30% AMI,1,2,80130121021,2010,Boulder Housing Partners,Red Oak Park Apartments,Permanently Affordable,958,Rental,728,,2011
Redevelopment,50% AMI,1,2,80130121021,2010,Boulder Housing Partners,Red Oak Park Apartments,Permanently Affordable,947,Rental,729,,2011
Redevelopment,50% AMI,1,3,80130121021,2010,Boulder Housing Partners,Red Oak Park Apartments,Permanently Affordable,1280,Rental,730,,2011
Redevelopment,50% AMI,1,2,80130121021,2010,Boulder Housing Partners,Red Oak Park Apartments,Permanently Affordable,958,Rental,731,,2011
Redevelopment,50% AMI,1,2,80130121021,2010,Boulder Housing Partners,Red Oak Park Apartments,Permanently Affordable,947,Rental,732,,2011
Redevelopment,50% AMI,1,2,80130121021,2010,Boulder Housing Partners,Red Oak Park Apartments,Permanently Affordable,958,Rental,733,,2011
Redevelopment,50% AMI,1,2,80130121021,2010,Boulder Housing Partners,Red Oak Park Apartments,Permanently Affordable,992,Rental,734,,2011
Redevelopment,50% AMI,1,3,80130121021,2010,Boulder Housing Partners,Red Oak Park Apartments,Permanently Affordable,1377,Rental,735,,2011
Redevelopment,50% AMI,1,2,80130121021,2010,Boulder Housing Partners,Red Oak Park Apartments,Permanently Affordable,947,Rental,736,,2011
Redevelopment,50% AMI,1,2,80130121021,2010,Boulder Housing Partners,Red Oak Park Apartments,Permanently Affordable,992,Rental,737,,2011
Redevelopment,50% AMI,1,2,80130121021,2010,Boulder Housing Partners,Red Oak Park Apartments,Permanently Affordable,958,Rental,738,,2011
Redevelopment,50% AMI,1,3,80130121021,2010,Boulder Housing Partners,Red Oak Park Apartments,Permanently Affordable,1280,Rental,739,,2011
Redevelopment,30% AMI,1,2,80130121021,2010,Boulder Housing Partners,Red Oak Park Apartments,Permanently Affordable,958,Rental,740,,2011
Redevelopment,50% AMI,1,2,80130121021,2010,Boulder Housing Partners,Red Oak Park Apartments,Permanently Affordable,947,Rental,741,,2011
Redevelopment,50% AMI,1,2,80130121021,2010,Boulder Housing Partners,Red Oak Park Apartments,Permanently Affordable,958,Rental,742,,2011
Redevelopment,50% AMI,1,2,80130121021,2010,Boulder Housing Partners,Red Oak Park Apartments,Permanently Affordable,958,Rental,743,,2011
Redevelopment,50% AMI,1,2,80130121021,2010,Boulder Housing Partners,Red Oak Park Apartments,Permanently Affordable,992,Rental,744,,2011
Redevelopment,50% AMI,1,2,80130121021,2010,Boulder Housing Partners,Red Oak Park Apartments,Permanently Affordable,958,Rental,745,,2011
Redevelopment,50% AMI,1,2,80130121021,2010,Boulder Housing Partners,Red Oak Park Apartments,Permanently Affordable,992,Rental,746,,2011
Redevelopment,50% AMI,1,3,80130121021,2010,Boulder Housing Partners,Red Oak Park Apartments,Permanently Affordable,1377,Rental,747,,2011
Redevelopment,50% AMI,1,2,80130121021,2010,Boulder Housing Partners,Red Oak Park Apartments,Permanently Affordable,992,Rental,748,,2011
Redevelopment,50% AMI,1,2,80130121021,2010,Boulder Housing Partners,Red Oak Park Apartments,Permanently Affordable,947,Rental,749,,2011
Redevelopment,50% AMI,1,2,80130121021,2010,Boulder Housing Partners,Red Oak Park Apartments,Permanently Affordable,947,Rental,750,,2011
Redevelopment,50% AMI,1,2,80130121021,2010,Boulder Housing Partners,Red Oak Park Apartments,Permanently Affordable,958,Rental,751,,2011
Redevelopment,50% AMI,1,2,80130121021,2010,Boulder Housing Partners,Red Oak Park Apartments,Permanently Affordable,947,Rental,752,,2011
Redevelopment,50% AMI,1,3,80130121021,2010,Boulder Housing Partners,Red Oak Park Apartments,Permanently Affordable,1280,Rental,753,,2011
Redevelopment,50% AMI,2,4,80130121021,2010,Boulder Housing Partners,Red Oak Park Apartments,Permanently Affordable,1436,Rental,754,,2011
New Construction,60% AMI,1,2,80130121051,2004,Boulder Housing Partners,Holiday Neighborhood Apartments,Permanently Affordable,870,Rental,1559,,2004
New Construction,60% AMI,1,2,80130121051,2004,Boulder Housing Partners,Holiday Neighborhood Apartments,Permanently Affordable,870,Rental,1560,,2004
New Construction,60% AMI,1,1,80130121051,2004,Boulder Housing Partners,Holiday Neighborhood Apartments,Permanently Affordable,620,Rental,1561,,2004
New Construction,60% AMI,1,1,80130121051,2004,Boulder Housing Partners,Holiday Neighborhood Apartments,Permanently Affordable,620,Rental,1562,,2004
New Construction,60% AMI,1,1,80130121051,2004,Boulder Housing Partners,Holiday Neighborhood Apartments,Permanently Affordable,620,Rental,1563,,2004
New Construction,60% AMI,1,1,80130121051,2004,Boulder Housing Partners,Holiday Neighborhood Apartments,Permanently Affordable,620,Rental,1753,,2004
New Construction,60% AMI,1,1,80130121051,2004,Boulder Housing Partners,Holiday Neighborhood Apartments,Permanently Affordable,620,Rental,1754,,2004
New Construction,60% AMI,1,1,80130121051,2004,Boulder Housing Partners,Holiday Neighborhood Apartments,Permanently Affordable,620,Rental,1780,,2004
New Construction,60% AMI,1,1,80130121051,2004,Boulder Housing Partners,Holiday Neighborhood Apartments,Permanently Affordable,620,Rental,1781,,2004
New Construction,60% AMI,1,1,80130121051,2004,Boulder Housing Partners,Holiday Neighborhood Apartments,Permanently Affordable,620,Rental,1782,,2004
New Construction,60% AMI,1,1,80130121051,2004,Boulder Housing Partners,Holiday Neighborhood Apartments,Permanently Affordable,620,Rental,1783,,2004
New Construction,60% AMI,1,1,80130121051,2004,Boulder Housing Partners,Holiday Neighborhood Apartments,Permanently Affordable,620,Rental,1784,,2004
New Construction,60% AMI,1,1,80130121051,2004,Boulder Housing Partners,Holiday Neighborhood Apartments,Permanently Affordable,620,Rental,1785,,2004
New Construction,60% AMI,1,1,80130121051,2004,Boulder Housing Partners,Holiday Neighborhood Apartments,Permanently Affordable,620,Rental,1786,,2004
New Construction,60% AMI,2.5,2,80130121051,2005,Boulder Housing Partners,Holiday Neighborhood Apartments,Permanently Affordable,1194,Rental,1917,,2004
New Construction,60% AMI,2.5,2,80130121051,2005,Boulder Housing Partners,Holiday Neighborhood Apartments,Permanently Affordable,1194,Rental,1918,,2004
New Construction,60% AMI,2.5,2,80130121051,2005,Boulder Housing Partners,Holiday Neighborhood Apartments,Permanently Affordable,1200,Rental,1919,,2004
New Construction,60% AMI,1,1,80130121051,2005,Boulder Housing Partners,Holiday Neighborhood Apartments,Permanently Affordable,,Rental,1920,,2004
New Construction,60% AMI,1,1,80130121051,2005,Boulder Housing Partners,Holiday Neighborhood Apartments,Permanently Affordable,880,Rental,1921,,2004
New Construction,60% AMI,1,1,80130121051,2005,Boulder Housing Partners,Holiday Neighborhood Apartments,Permanently Affordable,880,Rental,1922,,2004
New Construction,60% AMI,1,2,80130121051,2005,Boulder Housing Partners,Holiday Neighborhood Apartments,Permanently Affordable,880,Rental,1923,,2004
New Construction,60% AMI,1,2,80130121051,2005,Boulder Housing Partners,Holiday Neighborhood Apartments,Permanently Affordable,880,Rental,1924,,2004
New Construction,60% AMI,1,2,80130121051,2005,Boulder Housing Partners,Holiday Neighborhood Apartments,Permanently Affordable,880,Rental,1925,,2004
Acquisition/Rehab,60% AMI,1,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6372,,2017
Acquisition/Rehab,60% AMI,1,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6373,,2017
Acquisition/Rehab,60% AMI,1,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6374,,2017
Acquisition/Rehab,60% AMI,1,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6375,,2017
Acquisition/Rehab,60% AMI,1,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6376,,2017
Acquisition/Rehab,60% AMI,2,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6377,,2017
Acquisition/Rehab,60% AMI,1,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6378,,2017
Acquisition/Rehab,60% AMI,1,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6379,,2017
Acquisition/Rehab,60% AMI,1,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6380,,2017
Acquisition/Rehab,60% AMI,1,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6381,,2017
Acquisition/Rehab,60% AMI,1,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6382,,2017
Acquisition/Rehab,60% AMI,1,3,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1290,Rental,6383,,2017
Acquisition/Rehab,60% AMI,1,3,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1290,Rental,6384,,2017
New Construction,HUD + 12%,1.75,2,80130127013,2000,NA,Four Mile Corner,Permanently Affordable,1207,Homeowner,801,,2001
New Construction,HUD + 12%,1.75,2,80130127013,2001,NA,Four Mile Corner,Permanently Affordable,1207,Homeowner,802,,2001
New Construction,HUD + 12%,1.75,2,80130127013,2000,NA,Four Mile Corner,Permanently Affordable,1207,Homeowner,803,,2001
New Construction,HUD + 10%,1.75,2,80130127013,2000,NA,Four Mile Corner,Permanently Affordable,1112,Homeowner,804,,2001
New Construction,HUD + 10%,1,1,80130122021,2000,NA,OWL,Permanently Affordable,502,Homeowner,810,,2004
Acquisition Only,50% AMI,1,2,80130125051,1962,Thistle,Pinewood Apartments,Permanently Affordable,873,Rental,814,,2001
Acquisition Only,60% AMI,1,2,80130125051,1962,Thistle,Pinewood Apartments,Permanently Affordable,873,Rental,815,,2001
Acquisition Only,60% AMI,1,2,80130125051,1962,Thistle,Pinewood Apartments,Permanently Affordable,873,Rental,816,,2001
Acquisition Only,60% AMI,1,2,80130125051,1962,Thistle,Pinewood Apartments,Permanently Affordable,873,Rental,817,,2001
Acquisition Only,60% AMI,1,2,80130125051,1962,Thistle,Pinewood Apartments,Permanently Affordable,873,Rental,818,,2001
Acquisition Only,60% AMI,1,2,80130125051,1962,Thistle,Pinewood Apartments,Permanently Affordable,873,Rental,819,,2001
Acquisition Only,60% AMI,1,2,80130125051,1962,Thistle,Pinewood Apartments,Permanently Affordable,873,Rental,820,,2001
Acquisition Only,60% AMI,1,2,80130125051,1962,Thistle,Pinewood Apartments,Permanently Affordable,873,Rental,821,,2001
Acquisition Only,60% AMI,1,2,80130125051,1962,Thistle,Pinewood Apartments,Permanently Affordable,873,Rental,822,,2001
Acquisition Only,50% AMI,1,2,80130125051,1962,Thistle,Pinewood Apartments,Permanently Affordable,873,Rental,823,,2001
Acquisition Only,50% AMI,1,2,80130125051,1962,Thistle,Pinewood Apartments,Permanently Affordable,873,Rental,824,,2001
Acquisition Only,60% AMI,1,2,80130125051,1962,Thistle,Pinewood Apartments,Permanently Affordable,873,Rental,825,,2001
Acquisition Only,60% AMI,1,2,80130125051,1962,Thistle,Pinewood Apartments,Permanently Affordable,873,Rental,826,,2001
Acquisition Only,60% AMI,1,2,80130125051,1962,Thistle,Pinewood Apartments,Permanently Affordable,873,Rental,827,,2001
Acquisition Only,60% AMI,1,2,80130125051,1962,Thistle,Pinewood Apartments,Permanently Affordable,873,Rental,828,,2001
Acquisition Only,60% AMI,1,2,80130125051,1962,Thistle,Pinewood Apartments,Permanently Affordable,873,Rental,829,,2001
Acquisition Only,60% AMI,1,2,80130125051,1962,Thistle,Pinewood Apartments,Permanently Affordable,873,Rental,830,,2001
Acquisition Only,60% AMI,1,2,80130125051,1962,Thistle,Pinewood Apartments,Permanently Affordable,873,Rental,831,,2001
Acquisition Only,60% AMI,1,2,80130125051,1962,Thistle,Pinewood Apartments,Permanently Affordable,873,Rental,832,,2001
Acquisition Only,60% AMI,1,2,80130125051,1962,Thistle,Pinewood Apartments,Permanently Affordable,873,Rental,833,,2001
Acquisition Only,60% AMI,1,2,80130125051,1962,Thistle,Pinewood Apartments,Permanently Affordable,873,Rental,834,,2001
Acquisition Only,60% AMI,1,2,80130125051,1962,Thistle,Pinewood Apartments,Permanently Affordable,873,Rental,835,,2001
Acquisition Only,60% AMI,1,2,80130125051,1962,Thistle,Pinewood Apartments,Permanently Affordable,873,Rental,836,,2001
Acquisition Only,60% AMI,1,1,80130122023,1956,Boulder Housing Partners,Twin Pines Apartments,Permanently Affordable,500,Rental,860,,2002
Acquisition Only,60% AMI,1,1,80130122023,1972,Boulder Housing Partners,Twin Pines Apartments,Permanently Affordable,500,Rental,861,,2002
Acquisition Only,60% AMI,1,1,80130122023,1972,Boulder Housing Partners,Twin Pines Apartments,Permanently Affordable,500,Rental,862,,2002
Acquisition Only,60% AMI,1,2,80130122023,1972,Boulder Housing Partners,Twin Pines Apartments,Permanently Affordable,500,Rental,863,,2002
Acquisition Only,60% AMI,1,1,80130122023,1972,Boulder Housing Partners,Twin Pines Apartments,Permanently Affordable,500,Rental,864,,2002
Acquisition Only,60% AMI,1,2,80130122023,1972,Boulder Housing Partners,Twin Pines Apartments,Permanently Affordable,500,Rental,865,,2002
Acquisition Only,60% AMI,1,1,80130122023,1972,Boulder Housing Partners,Twin Pines Apartments,Permanently Affordable,500,Rental,866,,2002
Acquisition Only,60% AMI,1,1,80130122023,1972,Boulder Housing Partners,Twin Pines Apartments,Permanently Affordable,500,Rental,867,,2002
Acquisition Only,60% AMI,1,1,80130122023,1972,Boulder Housing Partners,Twin Pines Apartments,Permanently Affordable,500,Rental,868,,2002
Acquisition Only,60% AMI,1,1,80130122023,1956,Boulder Housing Partners,Twin Pines Apartments,Permanently Affordable,500,Rental,869,,2002
Acquisition Only,60% AMI,1,1,80130122023,1972,Boulder Housing Partners,Twin Pines Apartments,Permanently Affordable,500,Rental,870,,2002
Acquisition Only,60% AMI,1,1,80130122023,1972,Boulder Housing Partners,Twin Pines Apartments,Permanently Affordable,500,Rental,871,,2002
Acquisition Only,60% AMI,1,1,80130122023,1972,Boulder Housing Partners,Twin Pines Apartments,Permanently Affordable,500,Rental,872,,2002
Acquisition Only,60% AMI,1,1,80130122023,1972,Boulder Housing Partners,Twin Pines Apartments,Permanently Affordable,500,Rental,873,,2002
Acquisition Only,60% AMI,1,1,80130122023,1972,Boulder Housing Partners,Twin Pines Apartments,Permanently Affordable,500,Rental,874,,2002
New Construction,HUD + 10%,1.5,2,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,1210,Homeowner,876,,2002
New Construction,HUD + 10%,1.5,2,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,1210,Homeowner,877,,2002
New Construction,HUD + 10%,1.5,3,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,1210,Homeowner,878,,2002
New Construction,HUD + 10%,1,1,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,652,Homeowner,879,,2002
New Construction,HUD + 10%,1,1,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,650,Homeowner,880,,2002
New Construction,HUD + 10%,1.75,3,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,1250,Homeowner,881,,2002
New Construction,HUD + 10%,1.5,3,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,1250,Homeowner,882,,2002
New Construction,HUD + 10%,1.5,2,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,1210,Homeowner,883,,2002
New Construction,HUD + 10%,1.5,2,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,1210,Homeowner,884,,2002
Acquisition/Rehab,60% AMI,1,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6385,,2017
New Construction,HUD + 10%,1,1,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,738,Homeowner,886,,2002
New Construction,HUD + 10%,2,2,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,1164,Homeowner,887,,2002
New Construction,HUD + 10%,2,2,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,1164,Homeowner,888,,2002
New Construction,HUD + 10%,2,3,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,1165,Homeowner,889,,2002
New Construction,HUD + 10%,2,3,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,1250,Homeowner,890,,2002
New Construction,HUD + 10%,2,3,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,1250,Homeowner,891,,2002
New Construction,HUD - 4.5%,1,1,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,738,Homeowner,892,,2002
New Construction,HUD - 4.5%,2,2,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,974,Homeowner,893,,2002
New Construction,HUD - 4.5%,2,3,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,1165,Homeowner,894,,2002
New Construction,HUD + 10%,1,1,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,738,Homeowner,895,,2002
New Construction,HUD + 10%,1,1,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,762,Homeowner,896,,2002
New Construction,HUD + 10%,1,1,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,762,Homeowner,897,,2002
New Construction,HUD + 10%,1,1,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,762,Homeowner,898,,2002
New Construction,HUD + 10%,1,1,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,762,Homeowner,899,,2002
New Construction,HUD + 10%,2,2,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,974,Homeowner,900,,2002
New Construction,HUD + 10%,2,2,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,1053,Homeowner,901,,2002
New Construction,HUD + 10%,2,2,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,1053,Homeowner,902,,2002
New Construction,HUD + 10%,2,2,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,1053,Homeowner,903,,2002
New Construction,HUD + 10%,2,2,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,1053,Homeowner,904,,2002
New Construction,HUD + 10%,1,1,80130122034,2003,Market,Steel Yards,Permanently Affordable,500,Homeowner,908,,2003
New Construction,HUD + 10%,1,1,80130122034,2003,Market,Steel Yards,Permanently Affordable,686,Homeowner,909,,2003
New Construction,HUD + 10%,1,1,80130122034,2003,Market,Steel Yards,Permanently Affordable,686,Homeowner,910,,2003
New Construction,60% AMI,1,1,80130122034,2003,Market,Steel Yards,Permanently Affordable,644,Homeowner,911,,2003
New Construction,HUD Low,1,1,80130122034,2003,Market,Steel Yards,Permanently Affordable,693,Homeowner,912,,2003
New Construction,60% AMI,1,1,80130122034,2003,Market,Steel Yards,Permanently Affordable,500,Homeowner,913,,2004
New Construction,HUD Low,1,1,80130122034,2003,Market,Steel Yards,Permanently Affordable,693,Homeowner,914,,2004
New Construction,HUD + 10%,2.5,2,80130122021,2001,NA,Iron Flats,Permanently Affordable,924,Homeowner,915,,2003
New Construction,HUD + 10%,1.5,2,80130122021,2001,NA,Iron Flats,Permanently Affordable,924,Homeowner,916,,2003
New Construction,HUD + 10%,1.5,2,80130122021,2001,NA,Iron Flats,Permanently Affordable,924,Homeowner,917,,2003
New Construction,HUD + 10%,2,3,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,1250,Homeowner,921,,2002
New Construction,HUD + 10%,1,1,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,738,Homeowner,922,,2002
New Construction,HUD + 10%,1,1,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,738,Homeowner,923,,2002
New Construction,HUD + 10%,1,1,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,738,Homeowner,924,,2002
New Construction,HUD + 10%,1,1,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,762,Homeowner,925,,2002
New Construction,HUD + 10%,1,1,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,762,Homeowner,926,,2002
New Construction,HUD + 10%,1,1,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,762,Homeowner,927,,2002
New Construction,HUD + 10%,1,1,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,762,Homeowner,928,,2002
New Construction,HUD + 10%,1.5,2,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,974,Homeowner,929,,2002
New Construction,HUD + 10%,1,2,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,974,Homeowner,930,,2002
New Construction,HUD + 10%,2,2,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,1053,Homeowner,931,,2002
New Construction,HUD + 10%,2,2,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,1053,Homeowner,932,,2002
New Construction,HUD + 10%,2,2,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,1053,Homeowner,933,,2002
New Construction,HUD + 10%,2,2,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,1053,Homeowner,934,,2002
New Construction,HUD + 10%,2,2,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,1164,Homeowner,935,,2002
New Construction,HUD + 10%,2,2,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,1164,Homeowner,936,,2002
New Construction,HUD + 10%,2,2,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,1164,Homeowner,937,,2002
New Construction,HUD + 10%,2,2,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,1164,Homeowner,938,,2002
New Construction,HUD + 10%,2,2,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,1164,Homeowner,939,,2002
New Construction,HUD + 10%,2,2,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,1164,Homeowner,940,,2002
New Construction,HUD + 10%,2,3,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,1165,Homeowner,941,,2002
New Construction,HUD + 10%,2,3,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,1165,Homeowner,942,,2002
New Construction,HUD + 10%,2,3,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,1250,Homeowner,943,,2002
New Construction,HUD + 10%,1,1,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,738,Homeowner,944,,2002
New Construction,HUD + 10%,1,1,80130122024,2001,NA,Village at Boulder Creek,Permanently Affordable,738,Homeowner,945,,2002
Acquisition Only,40% AMI,1,2,80130124012,1958,Thistle,Correll Apartments,Permanently Affordable,666,Rental,948,,2001
Acquisition Only,40% AMI,1,1,80130124012,1958,Thistle,Correll Apartments,Permanently Affordable,529,Rental,949,,2001
Acquisition Only,40% AMI,1,2,80130124012,1958,Thistle,Correll Apartments,Permanently Affordable,666,Rental,950,,2001
Acquisition Only,60% AMI,1,1,80130124012,1958,Thistle,Correll Apartments,Permanently Affordable,529,Rental,951,,2001
Acquisition Only,60% AMI,1,2,80130124012,1958,Thistle,Correll Apartments,Permanently Affordable,666,Rental,952,,2001
Acquisition Only,60% AMI,1,1,80130124012,1958,Thistle,Correll Apartments,Permanently Affordable,529,Rental,953,,2001
Acquisition Only,60% AMI,1,2,80130124012,1958,Thistle,Correll Apartments,Permanently Affordable,666,Rental,954,,2001
Acquisition Only,60% AMI,1,2,80130124012,1958,Thistle,Correll Apartments,Permanently Affordable,666,Rental,955,,2001
Acquisition Only,60% AMI,1,2,80130124012,1958,Thistle,Correll Apartments,Permanently Affordable,666,Rental,957,,2001
Acquisition Only,60% AMI,1,1,80130124012,1958,Thistle,Correll Apartments,Permanently Affordable,529,Rental,958,,2001
Acquisition Only,60% AMI,1,2,80130124012,1958,Thistle,Correll Apartments,Permanently Affordable,666,Rental,959,,2001
Acquisition Only,60% AMI,1,1,80130124012,1958,Thistle,Correll Apartments,Permanently Affordable,529,Rental,960,,2001
Acquisition Only,60% AMI,1,2,80130124012,1958,Thistle,Correll Apartments,Permanently Affordable,666,Rental,961,,2001
Acquisition Only,60% AMI,1,1,80130124012,1958,Thistle,Correll Apartments,Permanently Affordable,529,Rental,962,,2001
Acquisition Only,60% AMI,1,2,80130124012,1958,Thistle,Correll Apartments,Permanently Affordable,666,Rental,963,,2001
Acquisition Only,60% AMI,1,2,80130124012,1958,Thistle,Correll Apartments,Permanently Affordable,666,Rental,964,,2001
Acquisition Only,60% AMI,1,2,80130124012,1958,Thistle,Correll Apartments,Permanently Affordable,625,Rental,965,,2001
Acquisition Only,60% AMI,1,0,80130124012,1950,Thistle,Correll Apartments,Permanently Affordable,400,Rental,966,,2001
Acquisition Only,60% AMI,1,2,80130124012,1950,Thistle,Correll Apartments,Permanently Affordable,625,Rental,967,,2001
Acquisition Only,60% AMI,1,2,80130124012,1950,Thistle,Correll Apartments,Permanently Affordable,575,Rental,968,,2001
Acquisition Only,60% AMI,1,2,80130124012,1950,Thistle,Correll Apartments,Permanently Affordable,575,Rental,969,,2001
New Construction,HUD + 10%,1,1,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,740,Homeowner,973,,2002
New Construction,HUD + 10%,1.5,2,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,1210,Homeowner,974,,2002
New Construction,HUD + 10%,1,1,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,740,Homeowner,975,,2002
New Construction,HUD + 10%,1,1,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,650,Homeowner,976,,2002
New Construction,HUD + 10%,1.5,3,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,1250,Homeowner,977,,2002
New Construction,HUD + 10%,1,1,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,650,Homeowner,978,,2002
New Construction,HUD + 10%,1.5,3,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,1250,Homeowner,979,,2002
New Construction,HUD + 10%,1.5,2,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,1210,Homeowner,980,,2002
New Construction,HUD + 10%,1.5,3,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,1251,Homeowner,981,,2002
New Construction,HUD + 10%,1.5,3,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,1250,Homeowner,982,,2002
New Construction,HUD + 10%,1,1,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,650,Homeowner,983,,2002
New Construction,HUD + 10%,1.5,2,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,1210,Homeowner,984,,2002
New Construction,HUD + 10%,1.5,2,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,1210,Homeowner,985,,2002
New Construction,HUD + 10%,1.5,3,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,1250,Homeowner,986,,2002
New Construction,HUD + 10%,1.5,3,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,1250,Homeowner,987,,2002
New Construction,HUD + 10%,1.5,2,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,1210,Homeowner,988,,2002
New Construction,HUD + 10%,1.5,2,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,1210,Homeowner,989,,2002
New Construction,HUD + 10%,1,1,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,650,Homeowner,990,,2002
New Construction,HUD + 10%,1,1,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,740,Homeowner,991,,2002
New Construction,HUD + 10%,1,1,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,740,Homeowner,992,,2002
New Construction,HUD + 10%,1.5,3,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,1250,Homeowner,993,,2002
