Acquisition Type,AMI Category,Bathrooms,Bedrooms,Block GeoID,Built Year,Organizational Sponsor/Owner,Property/Project Name,Restriction Type,Square Feet,Tenure Type,Unit ID,Unit Type,Year Unit Became Permanently Affordable
Rehab Only,30% AMI,1,1,80130122033,1968,Boulder Shelter for the Homeless,BSH Transitional Housing,Permanently Affordable,592,Rental,5144,,2016
Acquisition Only,50% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,550,Rental,5206,,2015
Acquisition/Rehab,60% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,550,Rental,5207,,2015
Acquisition Only,50% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,550,Rental,5208,,2015
Acquisition Only,50% AMI,1,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,750,Rental,5209,,2015
Acquisition Only,50% AMI,1,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,750,Rental,5210,,2015
Acquisition Only,60% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,550,Rental,5211,,2015
Acquisition Only,50% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,550,Rental,5212,,2015
Acquisition Only,50% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,550,Rental,5213,,2015
Acquisition Only,50% AMI,1,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,750,Rental,5214,,2015
Acquisition Only,60% AMI,1,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,750,Rental,5215,,2015
Acquisition Only,50% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,550,Rental,5216,,2015
Acquisition/Rehab,50% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,550,Rental,5356,,2015
Acquisition/Rehab,50% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,550,Rental,5357,,2015
Acquisition/Rehab,50% AMI,1,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,750,Rental,5358,,2015
Acquisition/Rehab,60% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,550,Rental,5359,,2015
Acquisition/Rehab,50% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,550,Rental,5360,,2015
Acquisition Only,50% AMI,1,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,750,Rental,5392,,2015
Acquisition Only,60% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,550,Rental,5393,,2015
Acquisition Only,50% AMI,1,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,750,Rental,5394,,2015
Acquisition Only,60% AMI,1,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,750,Rental,5395,,2015
Acquisition/Rehab,60% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,550,Rental,5396,,2015
Acquisition Only,50% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,550,Rental,5397,,2015
Acquisition Only,50% AMI,1,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,750,Rental,5398,,2015
Acquisition Only,60% AMI,1,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,750,Rental,5399,,2015
Acquisition/Rehab,50% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,550,Rental,5400,,2015
Acquisition/Rehab,50% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,550,Rental,5401,,2015
Acquisition Only,60% AMI,1,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,750,Rental,5402,,2015
Acquisition/Rehab,60% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,550,Rental,5403,,2015
Acquisition/Rehab,60% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,550,Rental,5404,,2015
Acquisition/Rehab,50% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,550,Rental,5405,,2015
Acquisition Only,60% AMI,1,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,750,Rental,5406,,2015
Acquisition Only,60% AMI,1,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,750,Rental,5407,,2015
Acquisition/Rehab,60% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,550,Rental,5408,,2015
Acquisition/Rehab,60% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,550,Rental,5409,,2015
Acquisition/Rehab,50% AMI,1,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,750,Rental,5410,,2015
Acquisition Only,60% AMI,1,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,750,Rental,5411,,2015
Acquisition Only,60% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,550,Rental,5412,,2015
Acquisition/Rehab,50% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,550,Rental,5413,,2015
Acquisition/Rehab,50% AMI,1,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,750,Rental,5414,,2015
Acquisition/Rehab,60% AMI,1,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,750,Rental,5415,,2015
Acquisition Only,50% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,550,Rental,5416,,2015
Acquisition/Rehab,50% AMI,1,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,750,Rental,5417,,2015
Acquisition Only,60% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,550,Rental,5418,,2015
Acquisition Only,60% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,550,Rental,5419,,2015
Acquisition/Rehab,60% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,550,Rental,5420,,2015
Acquisition/Rehab,60% AMI,1,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,750,Rental,5421,,2015
Acquisition/Rehab,60% AMI,1,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,750,Rental,5423,,2015
Acquisition Only,50% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,550,Rental,5424,,2015
Acquisition Only,50% AMI,1.5,3,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,1100,Rental,5425,,2015
Acquisition/Rehab,60% AMI,1,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,750,Rental,5426,,2015
Acquisition/Rehab,50% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,600,Rental,5427,,2015
Acquisition/Rehab,50% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,600,Rental,5428,,2015
Acquisition/Rehab,50% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,600,Rental,5429,,2015
Acquisition/Rehab,50% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,600,Rental,5430,,2015
Acquisition/Rehab,50% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,600,Rental,5431,,2015
Acquisition/Rehab,50% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,600,Rental,5432,,2015
Acquisition/Rehab,50% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,600,Rental,5433,,2015
Acquisition/Rehab,50% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,600,Rental,5434,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,870,Rental,5435,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,830,Rental,5436,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,830,Rental,5437,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,830,Rental,5438,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,830,Rental,5439,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,870,Rental,5440,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,870,Rental,5441,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,830,Rental,5442,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,830,Rental,5443,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,830,Rental,5444,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,830,Rental,5445,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,870,Rental,5446,,2015
Acquisition/Rehab,50% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,600,Rental,5447,,2015
Acquisition/Rehab,50% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,600,Rental,5448,,2015
Acquisition/Rehab,50% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,600,Rental,5449,,2015
Acquisition/Rehab,50% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,600,Rental,5450,,2015
Acquisition/Rehab,50% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,600,Rental,5451,,2015
Acquisition/Rehab,60% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,600,Rental,5452,,2015
Acquisition/Rehab,50% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,600,Rental,5453,,2015
Acquisition/Rehab,50% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,600,Rental,5454,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,870,Rental,5455,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,830,Rental,5457,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,830,Rental,5458,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,830,Rental,5459,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,830,Rental,5460,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,870,Rental,5461,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,870,Rental,5462,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,830,Rental,5463,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,830,Rental,5464,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,830,Rental,5465,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,830,Rental,5466,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,870,Rental,5467,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,870,Rental,5468,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,830,Rental,5469,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,830,Rental,5470,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,870,Rental,5471,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,870,Rental,5472,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,830,Rental,5473,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,830,Rental,5474,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,830,Rental,5475,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,830,Rental,5476,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,870,Rental,5477,,2015
Acquisition/Rehab,60% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,600,Rental,5479,,2015
Acquisition/Rehab,50% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,600,Rental,5480,,2015
Acquisition/Rehab,50% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,600,Rental,5481,,2015
Acquisition/Rehab,50% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,600,Rental,5482,,2015
Acquisition/Rehab,50% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,600,Rental,5483,,2015
Acquisition/Rehab,60% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,600,Rental,5484,,2015
Acquisition/Rehab,60% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,600,Rental,5485,,2015
Acquisition/Rehab,60% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,600,Rental,5486,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,870,Rental,5487,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,830,Rental,5488,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,830,Rental,5489,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,830,Rental,5490,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,830,Rental,5491,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,870,Rental,5492,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,870,Rental,5493,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,830,Rental,5494,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,830,Rental,5495,,2015
Acquisition/Rehab,60% AMI,1.5,3,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,965,Rental,5496,,2015
Acquisition/Rehab,60% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,650,Rental,5497,,2015
Acquisition/Rehab,60% AMI,1.5,2,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,870,Rental,5498,,2015
Acquisition/Rehab,50% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,600,Rental,5499,,2015
Acquisition/Rehab,50% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,600,Rental,5500,,2015
Acquisition/Rehab,60% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,600,Rental,5501,,2015
Acquisition/Rehab,50% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,600,Rental,5502,,2015
Acquisition/Rehab,50% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,600,Rental,5503,,2015
Acquisition/Rehab,60% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,600,Rental,5504,,2015
Acquisition/Rehab,60% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,600,Rental,5505,,2015
Acquisition/Rehab,60% AMI,1,1,80130125111,1974,Element Properties,Nest on Osage,Permanently Affordable,600,Rental,5506,,2015
