id,area_code,year,household_type_id,household_type_description,age_group_id,age_group_description,total_households
10760,17,2030,1,One adult with no children,4,65 & Over,119
10761,17,2030,2,One adult with children,0,Total,24
10762,17,2030,2,One adult with children,1,18-24,1
10763,17,2030,2,One adult with children,2,25-44,17
10764,17,2030,2,One adult with children,3,45-64,6
10765,17,2030,2,One adult with children,4,65 & Over,0
10766,17,2030,3,More than one adult with no children,0,Total,337
10767,17,2030,3,More than one adult with no children,1,18-24,8
10768,17,2030,3,More than one adult with no children,2,25-44,38
10769,17,2030,3,More than one adult with no children,3,45-64,132
10770,17,2030,3,More than one adult with no children,4,65 & Over,159
10771,17,2030,4,More than one adult with children,0,Total,173
10772,17,2030,4,More than one adult with children,1,18-24,4
10773,17,2030,4,More than one adult with children,2,25-44,103
10774,17,2030,4,More than one adult with children,3,45-64,58
10775,17,2030,4,More than one adult with children,4,65 & Over,8
10776,17,2031,0,All Households,0,Total,744
10777,17,2031,0,All Households,1,18-24,19
10778,17,2031,0,All Households,2,25-44,185
10779,17,2031,0,All Households,3,45-64,259
10780,17,2031,0,All Households,4,65 & Over,281
10781,17,2031,1,One adult with no children,0,Total,210
10782,17,2031,1,One adult with no children,1,18-24,7
10783,17,2031,1,One adult with no children,2,25-44,28
10784,17,2031,1,One adult with no children,3,45-64,58
10785,17,2031,1,One adult with no children,4,65 & Over,117
10786,17,2031,2,One adult with children,0,Total,24
10787,17,2031,2,One adult with children,1,18-24,1
10788,17,2031,2,One adult with children,2,25-44,17
10789,17,2031,2,One adult with children,3,45-64,6
10790,17,2031,2,One adult with children,4,65 & Over,0
10791,17,2031,3,More than one adult with no children,0,Total,338
10792,17,2031,3,More than one adult with no children,1,18-24,8
10793,17,2031,3,More than one adult with no children,2,25-44,38
10794,17,2031,3,More than one adult with no children,3,45-64,136
10795,17,2031,3,More than one adult with no children,4,65 & Over,156
10796,17,2031,4,More than one adult with children,0,Total,172
10797,17,2031,4,More than one adult with children,1,18-24,3
10798,17,2031,4,More than one adult with children,2,25-44,102
10799,17,2031,4,More than one adult with children,3,45-64,59
10800,17,2031,4,More than one adult with children,4,65 & Over,8
10801,17,2032,0,All Households,0,Total,737
10802,17,2032,0,All Households,1,18-24,19
10803,17,2032,0,All Households,2,25-44,185
10804,17,2032,0,All Households,3,45-64,254
10805,17,2032,0,All Households,4,65 & Over,279
10806,17,2032,1,One adult with no children,0,Total,208
10807,17,2032,1,One adult with no children,1,18-24,7
10808,17,2032,1,One adult with no children,2,25-44,28
10809,17,2032,1,One adult with no children,3,45-64,57
10810,17,2032,1,One adult with no children,4,65 & Over,116
10811,17,2032,2,One adult with children,0,Total,24
10812,17,2032,2,One adult with children,1,18-24,1
10813,17,2032,2,One adult with children,2,25-44,17
10814,17,2032,2,One adult with children,3,45-64,6
10815,17,2032,2,One adult with children,4,65 & Over,0
10816,17,2032,3,More than one adult with no children,0,Total,334
10817,17,2032,3,More than one adult with no children,1,18-24,8
10818,17,2032,3,More than one adult with no children,2,25-44,38
10819,17,2032,3,More than one adult with no children,3,45-64,133
10820,17,2032,3,More than one adult with no children,4,65 & Over,155
10821,17,2032,4,More than one adult with children,0,Total,171
10822,17,2032,4,More than one adult with children,1,18-24,3
10823,17,2032,4,More than one adult with children,2,25-44,102
10824,17,2032,4,More than one adult with children,3,45-64,58
10825,17,2032,4,More than one adult with children,4,65 & Over,8
10826,17,2033,0,All Households,0,Total,732
10827,17,2033,0,All Households,1,18-24,20
10828,17,2033,0,All Households,2,25-44,182
10829,17,2033,0,All Households,3,45-64,251
10830,17,2033,0,All Households,4,65 & Over,279
10831,17,2033,1,One adult with no children,0,Total,207
10832,17,2033,1,One adult with no children,1,18-24,7
10833,17,2033,1,One adult with no children,2,25-44,28
10834,17,2033,1,One adult with no children,3,45-64,56
10835,17,2033,1,One adult with no children,4,65 & Over,116
10836,17,2033,2,One adult with children,0,Total,24
10837,17,2033,2,One adult with children,1,18-24,1
10838,17,2033,2,One adult with children,2,25-44,17
10839,17,2033,2,One adult with children,3,45-64,6
10840,17,2033,2,One adult with children,4,65 & Over,0
10841,17,2033,3,More than one adult with no children,0,Total,332
10842,17,2033,3,More than one adult with no children,1,18-24,8
10843,17,2033,3,More than one adult with no children,2,25-44,37
10844,17,2033,3,More than one adult with no children,3,45-64,132
10845,17,2033,3,More than one adult with no children,4,65 & Over,155
10846,17,2033,4,More than one adult with children,0,Total,169
10847,17,2033,4,More than one adult with children,1,18-24,4
10848,17,2033,4,More than one adult with children,2,25-44,100
10849,17,2033,4,More than one adult with children,3,45-64,57
10850,17,2033,4,More than one adult with children,4,65 & Over,8
10851,17,2034,0,All Households,0,Total,725
10852,17,2034,0,All Households,1,18-24,20
10853,17,2034,0,All Households,2,25-44,180
10854,17,2034,0,All Households,3,45-64,252
10855,17,2034,0,All Households,4,65 & Over,273
10856,17,2034,1,One adult with no children,0,Total,203
10857,17,2034,1,One adult with no children,1,18-24,7
10858,17,2034,1,One adult with no children,2,25-44,27
10859,17,2034,1,One adult with no children,3,45-64,56
10860,17,2034,1,One adult with no children,4,65 & Over,113
10861,17,2034,2,One adult with children,0,Total,24
10862,17,2034,2,One adult with children,1,18-24,1
10863,17,2034,2,One adult with children,2,25-44,17
10864,17,2034,2,One adult with children,3,45-64,6
10865,17,2034,2,One adult with children,4,65 & Over,0
10866,17,2034,3,More than one adult with no children,0,Total,329
10867,17,2034,3,More than one adult with no children,1,18-24,8
10868,17,2034,3,More than one adult with no children,2,25-44,37
10869,17,2034,3,More than one adult with no children,3,45-64,132
10870,17,2034,3,More than one adult with no children,4,65 & Over,152
10871,17,2034,4,More than one adult with children,0,Total,169
10872,17,2034,4,More than one adult with children,1,18-24,4
10873,17,2034,4,More than one adult with children,2,25-44,99
10874,17,2034,4,More than one adult with children,3,45-64,58
10875,17,2034,4,More than one adult with children,4,65 & Over,8
10876,17,2035,0,All Households,0,Total,715
10877,17,2035,0,All Households,1,18-24,19
10878,17,2035,0,All Households,2,25-44,180
10879,17,2035,0,All Households,3,45-64,245
10880,17,2035,0,All Households,4,65 & Over,271
10881,17,2035,1,One adult with no children,0,Total,201
10882,17,2035,1,One adult with no children,1,18-24,7
10883,17,2035,1,One adult with no children,2,25-44,27
10884,17,2035,1,One adult with no children,3,45-64,55
10885,17,2035,1,One adult with no children,4,65 & Over,112
10886,17,2035,2,One adult with children,0,Total,23
10887,17,2035,2,One adult with children,1,18-24,1
10888,17,2035,2,One adult with children,2,25-44,17
10889,17,2035,2,One adult with children,3,45-64,5
10890,17,2035,2,One adult with children,4,65 & Over,0
10891,17,2035,3,More than one adult with no children,0,Total,325
10892,17,2035,3,More than one adult with no children,1,18-24,8
10893,17,2035,3,More than one adult with no children,2,25-44,37
10894,17,2035,3,More than one adult with no children,3,45-64,129
10895,17,2035,3,More than one adult with no children,4,65 & Over,151
10896,17,2035,4,More than one adult with children,0,Total,166
10897,17,2035,4,More than one adult with children,1,18-24,3
10898,17,2035,4,More than one adult with children,2,25-44,99
10899,17,2035,4,More than one adult with children,3,45-64,56
10900,17,2035,4,More than one adult with children,4,65 & Over,8
10901,17,2036,0,All Households,0,Total,709
10902,17,2036,0,All Households,1,18-24,18
10903,17,2036,0,All Households,2,25-44,180
10904,17,2036,0,All Households,3,45-64,241
10905,17,2036,0,All Households,4,65 & Over,270
10906,17,2036,1,One adult with no children,0,Total,200
10907,17,2036,1,One adult with no children,1,18-24,7
10908,17,2036,1,One adult with no children,2,25-44,27
10909,17,2036,1,One adult with no children,3,45-64,54
10910,17,2036,1,One adult with no children,4,65 & Over,112
10911,17,2036,2,One adult with children,0,Total,23
10912,17,2036,2,One adult with children,1,18-24,1
10913,17,2036,2,One adult with children,2,25-44,17
10914,17,2036,2,One adult with children,3,45-64,5
10915,17,2036,2,One adult with children,4,65 & Over,0
10916,17,2036,3,More than one adult with no children,0,Total,321
10917,17,2036,3,More than one adult with no children,1,18-24,7
10918,17,2036,3,More than one adult with no children,2,25-44,37
10919,17,2036,3,More than one adult with no children,3,45-64,127
10920,17,2036,3,More than one adult with no children,4,65 & Over,150
10921,17,2036,4,More than one adult with children,0,Total,165
10922,17,2036,4,More than one adult with children,1,18-24,3
10923,17,2036,4,More than one adult with children,2,25-44,99
10924,17,2036,4,More than one adult with children,3,45-64,55
10925,17,2036,4,More than one adult with children,4,65 & Over,8
10926,17,2037,0,All Households,0,Total,707
10927,17,2037,0,All Households,1,18-24,18
10928,17,2037,0,All Households,2,25-44,179
10929,17,2037,0,All Households,3,45-64,244
10930,17,2037,0,All Households,4,65 & Over,266
10931,17,2037,1,One adult with no children,0,Total,199
10932,17,2037,1,One adult with no children,1,18-24,7
10933,17,2037,1,One adult with no children,2,25-44,27
10934,17,2037,1,One adult with no children,3,45-64,55
10935,17,2037,1,One adult with no children,4,65 & Over,110
10936,17,2037,2,One adult with children,0,Total,23
10937,17,2037,2,One adult with children,1,18-24,1
10938,17,2037,2,One adult with children,2,25-44,17
10939,17,2037,2,One adult with children,3,45-64,5
10940,17,2037,2,One adult with children,4,65 & Over,0
10941,17,2037,3,More than one adult with no children,0,Total,319
10942,17,2037,3,More than one adult with no children,1,18-24,7
10943,17,2037,3,More than one adult with no children,2,25-44,36
10944,17,2037,3,More than one adult with no children,3,45-64,128
10945,17,2037,3,More than one adult with no children,4,65 & Over,148
10946,17,2037,4,More than one adult with children,0,Total,166
10947,17,2037,4,More than one adult with children,1,18-24,3
10948,17,2037,4,More than one adult with children,2,25-44,99
10949,17,2037,4,More than one adult with children,3,45-64,56
10950,17,2037,4,More than one adult with children,4,65 & Over,8
10951,17,2038,0,All Households,0,Total,701
10952,17,2038,0,All Households,1,18-24,18
10953,17,2038,0,All Households,2,25-44,174
10954,17,2038,0,All Households,3,45-64,250
10955,17,2038,0,All Households,4,65 & Over,259
10956,17,2038,1,One adult with no children,0,Total,196
10957,17,2038,1,One adult with no children,1,18-24,7
10958,17,2038,1,One adult with no children,2,25-44,26
10959,17,2038,1,One adult with no children,3,45-64,56
10960,17,2038,1,One adult with no children,4,65 & Over,107
10961,17,2038,2,One adult with children,0,Total,23
10962,17,2038,2,One adult with children,1,18-24,1
10963,17,2038,2,One adult with children,2,25-44,16
10964,17,2038,2,One adult with children,3,45-64,6
10965,17,2038,2,One adult with children,4,65 & Over,0
10966,17,2038,3,More than one adult with no children,0,Total,319
10967,17,2038,3,More than one adult with no children,1,18-24,7
10968,17,2038,3,More than one adult with no children,2,25-44,36
10969,17,2038,3,More than one adult with no children,3,45-64,131
10970,17,2038,3,More than one adult with no children,4,65 & Over,145
10971,17,2038,4,More than one adult with children,0,Total,163
10972,17,2038,4,More than one adult with children,1,18-24,3
10973,17,2038,4,More than one adult with children,2,25-44,96
10974,17,2038,4,More than one adult with children,3,45-64,57
10975,17,2038,4,More than one adult with children,4,65 & Over,7
10976,17,2039,0,All Households,0,Total,698
10977,17,2039,0,All Households,1,18-24,17
10978,17,2039,0,All Households,2,25-44,172
10979,17,2039,0,All Households,3,45-64,248
10980,17,2039,0,All Households,4,65 & Over,261
10981,17,2039,1,One adult with no children,0,Total,195
10982,17,2039,1,One adult with no children,1,18-24,6
10983,17,2039,1,One adult with no children,2,25-44,26
10984,17,2039,1,One adult with no children,3,45-64,55
10985,17,2039,1,One adult with no children,4,65 & Over,108
10986,17,2039,2,One adult with children,0,Total,23
10987,17,2039,2,One adult with children,1,18-24,1
10988,17,2039,2,One adult with children,2,25-44,16
10989,17,2039,2,One adult with children,3,45-64,6
10990,17,2039,2,One adult with children,4,65 & Over,0
10991,17,2039,3,More than one adult with no children,0,Total,318
10992,17,2039,3,More than one adult with no children,1,18-24,7
10993,17,2039,3,More than one adult with no children,2,25-44,35
10994,17,2039,3,More than one adult with no children,3,45-64,130
10995,17,2039,3,More than one adult with no children,4,65 & Over,146
10996,17,2039,4,More than one adult with children,0,Total,162
10997,17,2039,4,More than one adult with children,1,18-24,3
10998,17,2039,4,More than one adult with children,2,25-44,95
10999,17,2039,4,More than one adult with children,3,45-64,57
11000,17,2039,4,More than one adult with children,4,65 & Over,7
11001,17,2040,0,All Households,0,Total,691
11002,17,2040,0,All Households,1,18-24,17
11003,17,2040,0,All Households,2,25-44,170
11004,17,2040,0,All Households,3,45-64,250
11005,17,2040,0,All Households,4,65 & Over,254
11006,17,2040,1,One adult with no children,0,Total,193
11007,17,2040,1,One adult with no children,1,18-24,6
11008,17,2040,1,One adult with no children,2,25-44,26
11009,17,2040,1,One adult with no children,3,45-64,56
11010,17,2040,1,One adult with no children,4,65 & Over,105
11011,17,2040,2,One adult with children,0,Total,23
11012,17,2040,2,One adult with children,1,18-24,1
11013,17,2040,2,One adult with children,2,25-44,16
11014,17,2040,2,One adult with children,3,45-64,6
11015,17,2040,2,One adult with children,4,65 & Over,0
11016,17,2040,3,More than one adult with no children,0,Total,315
11017,17,2040,3,More than one adult with no children,1,18-24,7
11018,17,2040,3,More than one adult with no children,2,25-44,35
11019,17,2040,3,More than one adult with no children,3,45-64,131
11020,17,2040,3,More than one adult with no children,4,65 & Over,142
11021,17,2040,4,More than one adult with children,0,Total,160
11022,17,2040,4,More than one adult with children,1,18-24,3
11023,17,2040,4,More than one adult with children,2,25-44,93
11024,17,2040,4,More than one adult with children,3,45-64,57
11025,17,2040,4,More than one adult with children,4,65 & Over,7
11026,17,2041,0,All Households,0,Total,682
11027,17,2041,0,All Households,1,18-24,17
11028,17,2041,0,All Households,2,25-44,169
11029,17,2041,0,All Households,3,45-64,246
11030,17,2041,0,All Households,4,65 & Over,250
11031,17,2041,1,One adult with no children,0,Total,190
11032,17,2041,1,One adult with no children,1,18-24,6
11033,17,2041,1,One adult with no children,2,25-44,26
11034,17,2041,1,One adult with no children,3,45-64,55
11035,17,2041,1,One adult with no children,4,65 & Over,103
11036,17,2041,2,One adult with children,0,Total,22
11037,17,2041,2,One adult with children,1,18-24,1
11038,17,2041,2,One adult with children,2,25-44,16
11039,17,2041,2,One adult with children,3,45-64,5
11040,17,2041,2,One adult with children,4,65 & Over,0
11041,17,2041,3,More than one adult with no children,0,Total,311
11042,17,2041,3,More than one adult with no children,1,18-24,7
11043,17,2041,3,More than one adult with no children,2,25-44,34
11044,17,2041,3,More than one adult with no children,3,45-64,130
11045,17,2041,3,More than one adult with no children,4,65 & Over,140
11046,17,2041,4,More than one adult with children,0,Total,159
11047,17,2041,4,More than one adult with children,1,18-24,3
11048,17,2041,4,More than one adult with children,2,25-44,93
11049,17,2041,4,More than one adult with children,3,45-64,56
11050,17,2041,4,More than one adult with children,4,65 & Over,7
11051,17,2042,0,All Households,0,Total,679
11052,17,2042,0,All Households,1,18-24,18
11053,17,2042,0,All Households,2,25-44,167
11054,17,2042,0,All Households,3,45-64,245
11055,17,2042,0,All Households,4,65 & Over,249
11056,17,2042,1,One adult with no children,0,Total,190
11057,17,2042,1,One adult with no children,1,18-24,7
11058,17,2042,1,One adult with no children,2,25-44,25
11059,17,2042,1,One adult with no children,3,45-64,55
11060,17,2042,1,One adult with no children,4,65 & Over,103
11061,17,2042,2,One adult with children,0,Total,22
11062,17,2042,2,One adult with children,1,18-24,1
11063,17,2042,2,One adult with children,2,25-44,16
11064,17,2042,2,One adult with children,3,45-64,5
11065,17,2042,2,One adult with children,4,65 & Over,0
11066,17,2042,3,More than one adult with no children,0,Total,309
11067,17,2042,3,More than one adult with no children,1,18-24,7
11068,17,2042,3,More than one adult with no children,2,25-44,34
11069,17,2042,3,More than one adult with no children,3,45-64,129
11070,17,2042,3,More than one adult with no children,4,65 & Over,139
11071,17,2042,4,More than one adult with children,0,Total,158
11072,17,2042,4,More than one adult with children,1,18-24,3
11073,17,2042,4,More than one adult with children,2,25-44,92
11074,17,2042,4,More than one adult with children,3,45-64,56
11075,17,2042,4,More than one adult with children,4,65 & Over,7
11076,17,2043,0,All Households,0,Total,670
11077,17,2043,0,All Households,1,18-24,18
11078,17,2043,0,All Households,2,25-44,164
11079,17,2043,0,All Households,3,45-64,238
11080,17,2043,0,All Households,4,65 & Over,250
11081,17,2043,1,One adult with no children,0,Total,188
11082,17,2043,1,One adult with no children,1,18-24,7
11083,17,2043,1,One adult with no children,2,25-44,25
11084,17,2043,1,One adult with no children,3,45-64,53
11085,17,2043,1,One adult with no children,4,65 & Over,103
11086,17,2043,2,One adult with children,0,Total,21
11087,17,2043,2,One adult with children,1,18-24,1
11088,17,2043,2,One adult with children,2,25-44,15
11089,17,2043,2,One adult with children,3,45-64,5
11090,17,2043,2,One adult with children,4,65 & Over,0
11091,17,2043,3,More than one adult with no children,0,Total,305
11092,17,2043,3,More than one adult with no children,1,18-24,7
11093,17,2043,3,More than one adult with no children,2,25-44,33
11094,17,2043,3,More than one adult with no children,3,45-64,125
11095,17,2043,3,More than one adult with no children,4,65 & Over,140
11096,17,2043,4,More than one adult with children,0,Total,156
11097,17,2043,4,More than one adult with children,1,18-24,3
11098,17,2043,4,More than one adult with children,2,25-44,91
11099,17,2043,4,More than one adult with children,3,45-64,55
11100,17,2043,4,More than one adult with children,4,65 & Over,7
11101,17,2044,0,All Households,0,Total,664
11102,17,2044,0,All Households,1,18-24,18
11103,17,2044,0,All Households,2,25-44,163
11104,17,2044,0,All Households,3,45-64,236
11105,17,2044,0,All Households,4,65 & Over,247
11106,17,2044,1,One adult with no children,0,Total,187
11107,17,2044,1,One adult with no children,1,18-24,7
11108,17,2044,1,One adult with no children,2,25-44,25
11109,17,2044,1,One adult with no children,3,45-64,53
11110,17,2044,1,One adult with no children,4,65 & Over,102
11111,17,2044,2,One adult with children,0,Total,21
11112,17,2044,2,One adult with children,1,18-24,1
11113,17,2044,2,One adult with children,2,25-44,15
11114,17,2044,2,One adult with children,3,45-64,5
11115,17,2044,2,One adult with children,4,65 & Over,0
11116,17,2044,3,More than one adult with no children,0,Total,302
11117,17,2044,3,More than one adult with no children,1,18-24,7
11118,17,2044,3,More than one adult with no children,2,25-44,33
11119,17,2044,3,More than one adult with no children,3,45-64,124
11120,17,2044,3,More than one adult with no children,4,65 & Over,138
11121,17,2044,4,More than one adult with children,0,Total,154
11122,17,2044,4,More than one adult with children,1,18-24,3
11123,17,2044,4,More than one adult with children,2,25-44,90
11124,17,2044,4,More than one adult with children,3,45-64,54
11125,17,2044,4,More than one adult with children,4,65 & Over,7
11126,17,2045,0,All Households,0,Total,663
11127,17,2045,0,All Households,1,18-24,18
11128,17,2045,0,All Households,2,25-44,164
11129,17,2045,0,All Households,3,45-64,228
11130,17,2045,0,All Households,4,65 & Over,253
11131,17,2045,1,One adult with no children,0,Total,187
11132,17,2045,1,One adult with no children,1,18-24,7
11133,17,2045,1,One adult with no children,2,25-44,25
11134,17,2045,1,One adult with no children,3,45-64,51
11135,17,2045,1,One adult with no children,4,65 & Over,104
11136,17,2045,2,One adult with children,0,Total,21
11137,17,2045,2,One adult with children,1,18-24,1
11138,17,2045,2,One adult with children,2,25-44,15
11139,17,2045,2,One adult with children,3,45-64,5
11140,17,2045,2,One adult with children,4,65 & Over,0
11141,17,2045,3,More than one adult with no children,0,Total,302
11142,17,2045,3,More than one adult with no children,1,18-24,7
11143,17,2045,3,More than one adult with no children,2,25-44,33
11144,17,2045,3,More than one adult with no children,3,45-64,120
11145,17,2045,3,More than one adult with no children,4,65 & Over,142
11146,17,2045,4,More than one adult with children,0,Total,153
11147,17,2045,4,More than one adult with children,1,18-24,3
11148,17,2045,4,More than one adult with children,2,25-44,91
11149,17,2045,4,More than one adult with children,3,45-64,52
11150,17,2045,4,More than one adult with children,4,65 & Over,7
11151,17,2046,0,All Households,0,Total,656
11152,17,2046,0,All Households,1,18-24,18
11153,17,2046,0,All Households,2,25-44,164
11154,17,2046,0,All Households,3,45-64,220
11155,17,2046,0,All Households,4,65 & Over,254
11156,17,2046,1,One adult with no children,0,Total,186
11157,17,2046,1,One adult with no children,1,18-24,7
11158,17,2046,1,One adult with no children,2,25-44,25
11159,17,2046,1,One adult with no children,3,45-64,49
11160,17,2046,1,One adult with no children,4,65 & Over,105
11161,17,2046,2,One adult with children,0,Total,21
11162,17,2046,2,One adult with children,1,18-24,1
11163,17,2046,2,One adult with children,2,25-44,15
11164,17,2046,2,One adult with children,3,45-64,5
11165,17,2046,2,One adult with children,4,65 & Over,0
11166,17,2046,3,More than one adult with no children,0,Total,298
11167,17,2046,3,More than one adult with no children,1,18-24,7
11168,17,2046,3,More than one adult with no children,2,25-44,33
11169,17,2046,3,More than one adult with no children,3,45-64,116
11170,17,2046,3,More than one adult with no children,4,65 & Over,142
11171,17,2046,4,More than one adult with children,0,Total,151
11172,17,2046,4,More than one adult with children,1,18-24,3
11173,17,2046,4,More than one adult with children,2,25-44,91
11174,17,2046,4,More than one adult with children,3,45-64,50
11175,17,2046,4,More than one adult with children,4,65 & Over,7
11176,17,2047,0,All Households,0,Total,655
11177,17,2047,0,All Households,1,18-24,18
11178,17,2047,0,All Households,2,25-44,163
11179,17,2047,0,All Households,3,45-64,215
11180,17,2047,0,All Households,4,65 & Over,259
11181,17,2047,1,One adult with no children,0,Total,187
11182,17,2047,1,One adult with no children,1,18-24,7
11183,17,2047,1,One adult with no children,2,25-44,25
11184,17,2047,1,One adult with no children,3,45-64,48
11185,17,2047,1,One adult with no children,4,65 & Over,107
11186,17,2047,2,One adult with children,0,Total,21
11187,17,2047,2,One adult with children,1,18-24,1
11188,17,2047,2,One adult with children,2,25-44,15
11189,17,2047,2,One adult with children,3,45-64,5
11190,17,2047,2,One adult with children,4,65 & Over,0
11191,17,2047,3,More than one adult with no children,0,Total,298
11192,17,2047,3,More than one adult with no children,1,18-24,7
11193,17,2047,3,More than one adult with no children,2,25-44,33
11194,17,2047,3,More than one adult with no children,3,45-64,113
11195,17,2047,3,More than one adult with no children,4,65 & Over,145
11196,17,2047,4,More than one adult with children,0,Total,149
11197,17,2047,4,More than one adult with children,1,18-24,3
11198,17,2047,4,More than one adult with children,2,25-44,90
11199,17,2047,4,More than one adult with children,3,45-64,49
11200,17,2047,4,More than one adult with children,4,65 & Over,7
11201,17,2048,0,All Households,0,Total,647
11202,17,2048,0,All Households,1,18-24,18
11203,17,2048,0,All Households,2,25-44,161
11204,17,2048,0,All Households,3,45-64,211
11205,17,2048,0,All Households,4,65 & Over,257
11206,17,2048,1,One adult with no children,0,Total,184
11207,17,2048,1,One adult with no children,1,18-24,7
11208,17,2048,1,One adult with no children,2,25-44,24
11209,17,2048,1,One adult with no children,3,45-64,47
11210,17,2048,1,One adult with no children,4,65 & Over,106
11211,17,2048,2,One adult with children,0,Total,21
11212,17,2048,2,One adult with children,1,18-24,1
11213,17,2048,2,One adult with children,2,25-44,15
11214,17,2048,2,One adult with children,3,45-64,5
11215,17,2048,2,One adult with children,4,65 & Over,0
11216,17,2048,3,More than one adult with no children,0,Total,295
11217,17,2048,3,More than one adult with no children,1,18-24,7
11218,17,2048,3,More than one adult with no children,2,25-44,33
11219,17,2048,3,More than one adult with no children,3,45-64,111
11220,17,2048,3,More than one adult with no children,4,65 & Over,144
11221,17,2048,4,More than one adult with children,0,Total,147
11222,17,2048,4,More than one adult with children,1,18-24,3
11223,17,2048,4,More than one adult with children,2,25-44,89
11224,17,2048,4,More than one adult with children,3,45-64,48
11225,17,2048,4,More than one adult with children,4,65 & Over,7
11226,17,2049,0,All Households,0,Total,639
11227,17,2049,0,All Households,1,18-24,18
11228,17,2049,0,All Households,2,25-44,161
11229,17,2049,0,All Households,3,45-64,206
11230,17,2049,0,All Households,4,65 & Over,254
11231,17,2049,1,One adult with no children,0,Total,182
11232,17,2049,1,One adult with no children,1,18-24,7
11233,17,2049,1,One adult with no children,2,25-44,24
11234,17,2049,1,One adult with no children,3,45-64,46
11235,17,2049,1,One adult with no children,4,65 & Over,105
11236,17,2049,2,One adult with children,0,Total,21
11237,17,2049,2,One adult with children,1,18-24,1
11238,17,2049,2,One adult with children,2,25-44,15
11239,17,2049,2,One adult with children,3,45-64,5
11240,17,2049,2,One adult with children,4,65 & Over,0
11241,17,2049,3,More than one adult with no children,0,Total,290
11242,17,2049,3,More than one adult with no children,1,18-24,7
11243,17,2049,3,More than one adult with no children,2,25-44,33
11244,17,2049,3,More than one adult with no children,3,45-64,108
11245,17,2049,3,More than one adult with no children,4,65 & Over,142
11246,17,2049,4,More than one adult with children,0,Total,146
11247,17,2049,4,More than one adult with children,1,18-24,3
11248,17,2049,4,More than one adult with children,2,25-44,89
11249,17,2049,4,More than one adult with children,3,45-64,47
11250,17,2049,4,More than one adult with children,4,65 & Over,7
11251,17,2050,0,All Households,0,Total,637
11252,17,2050,0,All Households,1,18-24,18
11253,17,2050,0,All Households,2,25-44,161
11254,17,2050,0,All Households,3,45-64,201
11255,17,2050,0,All Households,4,65 & Over,257
11256,17,2050,1,One adult with no children,0,Total,182
11257,17,2050,1,One adult with no children,1,18-24,7
11258,17,2050,1,One adult with no children,2,25-44,24
11259,17,2050,1,One adult with no children,3,45-64,45
11260,17,2050,1,One adult with no children,4,65 & Over,106
11261,17,2050,2,One adult with children,0,Total,20
11262,17,2050,2,One adult with children,1,18-24,1
11263,17,2050,2,One adult with children,2,25-44,15
11264,17,2050,2,One adult with children,3,45-64,4
11265,17,2050,2,One adult with children,4,65 & Over,0
11266,17,2050,3,More than one adult with no children,0,Total,290
11267,17,2050,3,More than one adult with no children,1,18-24,7
11268,17,2050,3,More than one adult with no children,2,25-44,33
11269,17,2050,3,More than one adult with no children,3,45-64,106
11270,17,2050,3,More than one adult with no children,4,65 & Over,144
11271,17,2050,4,More than one adult with children,0,Total,145
11272,17,2050,4,More than one adult with children,1,18-24,3
11273,17,2050,4,More than one adult with children,2,25-44,89
11274,17,2050,4,More than one adult with children,3,45-64,46
11275,17,2050,4,More than one adult with children,4,65 & Over,7
11276,19,2010,0,All Households,0,Total,4220
11277,19,2010,0,All Households,1,18-24,77
11278,19,2010,0,All Households,2,25-44,1163
11279,19,2010,0,All Households,3,45-64,2225
11280,19,2010,0,All Households,4,65 & Over,755
11281,19,2010,1,One adult with no children,0,Total,1294
11282,19,2010,1,One adult with no children,1,18-24,24
11283,19,2010,1,One adult with no children,2,25-44,276
11284,19,2010,1,One adult with no children,3,45-64,643
11285,19,2010,1,One adult with no children,4,65 & Over,351
11286,19,2010,2,One adult with children,0,Total,187
11287,19,2010,2,One adult with children,1,18-24,6
11288,19,2010,2,One adult with children,2,25-44,102
11289,19,2010,2,One adult with children,3,45-64,77
11290,19,2010,2,One adult with children,4,65 & Over,2
11291,19,2010,3,More than one adult with no children,0,Total,1695
11292,19,2010,3,More than one adult with no children,1,18-24,35
11293,19,2010,3,More than one adult with no children,2,25-44,276
11294,19,2010,3,More than one adult with no children,3,45-64,1005
11295,19,2010,3,More than one adult with no children,4,65 & Over,379
11296,19,2010,4,More than one adult with children,0,Total,1044
11297,19,2010,4,More than one adult with children,1,18-24,12
11298,19,2010,4,More than one adult with children,2,25-44,509
11299,19,2010,4,More than one adult with children,3,45-64,500
11300,19,2010,4,More than one adult with children,4,65 & Over,23
11301,19,2011,0,All Households,0,Total,4162
11302,19,2011,0,All Households,1,18-24,81
11303,19,2011,0,All Households,2,25-44,1130
11304,19,2011,0,All Households,3,45-64,2166
11305,19,2011,0,All Households,4,65 & Over,785
11306,19,2011,1,One adult with no children,0,Total,1277
11307,19,2011,1,One adult with no children,1,18-24,25
11308,19,2011,1,One adult with no children,2,25-44,267
11309,19,2011,1,One adult with no children,3,45-64,622
11310,19,2011,1,One adult with no children,4,65 & Over,363
11311,19,2011,2,One adult with children,0,Total,181
11312,19,2011,2,One adult with children,1,18-24,6
11313,19,2011,2,One adult with children,2,25-44,98
11314,19,2011,2,One adult with children,3,45-64,75
11315,19,2011,2,One adult with children,4,65 & Over,2
11316,19,2011,3,More than one adult with no children,0,Total,1683
11317,19,2011,3,More than one adult with no children,1,18-24,38
