id,area_code,year,household_type_id,household_type_description,age_group_id,age_group_description,total_households
11318,19,2011,3,More than one adult with no children,2,25-44,273
11319,19,2011,3,More than one adult with no children,3,45-64,977
11320,19,2011,3,More than one adult with no children,4,65 & Over,395
11321,19,2011,4,More than one adult with children,0,Total,1021
11322,19,2011,4,More than one adult with children,1,18-24,12
11323,19,2011,4,More than one adult with children,2,25-44,492
11324,19,2011,4,More than one adult with children,3,45-64,492
11325,19,2011,4,More than one adult with children,4,65 & Over,25
11326,19,2012,0,All Households,0,Total,4137
11327,19,2012,0,All Households,1,18-24,83
11328,19,2012,0,All Households,2,25-44,1096
11329,19,2012,0,All Households,3,45-64,2099
11330,19,2012,0,All Households,4,65 & Over,859
11331,19,2012,1,One adult with no children,0,Total,1278
11332,19,2012,1,One adult with no children,1,18-24,26
11333,19,2012,1,One adult with no children,2,25-44,257
11334,19,2012,1,One adult with no children,3,45-64,599
11335,19,2012,1,One adult with no children,4,65 & Over,396
11336,19,2012,2,One adult with children,0,Total,173
11337,19,2012,2,One adult with children,1,18-24,5
11338,19,2012,2,One adult with children,2,25-44,94
11339,19,2012,2,One adult with children,3,45-64,72
11340,19,2012,2,One adult with children,4,65 & Over,2
11341,19,2012,3,More than one adult with no children,0,Total,1690
11342,19,2012,3,More than one adult with no children,1,18-24,40
11343,19,2012,3,More than one adult with no children,2,25-44,270
11344,19,2012,3,More than one adult with no children,3,45-64,947
11345,19,2012,3,More than one adult with no children,4,65 & Over,433
11346,19,2012,4,More than one adult with children,0,Total,996
11347,19,2012,4,More than one adult with children,1,18-24,12
11348,19,2012,4,More than one adult with children,2,25-44,475
11349,19,2012,4,More than one adult with children,3,45-64,481
11350,19,2012,4,More than one adult with children,4,65 & Over,28
11351,19,2013,0,All Households,0,Total,4110
11352,19,2013,0,All Households,1,18-24,85
11353,19,2013,0,All Households,2,25-44,1064
11354,19,2013,0,All Households,3,45-64,2029
11355,19,2013,0,All Households,4,65 & Over,932
11356,19,2013,1,One adult with no children,0,Total,1277
11357,19,2013,1,One adult with no children,1,18-24,26
11358,19,2013,1,One adult with no children,2,25-44,248
11359,19,2013,1,One adult with no children,3,45-64,575
11360,19,2013,1,One adult with no children,4,65 & Over,428
11361,19,2013,2,One adult with children,0,Total,167
11362,19,2013,2,One adult with children,1,18-24,5
11363,19,2013,2,One adult with children,2,25-44,90
11364,19,2013,2,One adult with children,3,45-64,70
11365,19,2013,2,One adult with children,4,65 & Over,2
11366,19,2013,3,More than one adult with no children,0,Total,1695
11367,19,2013,3,More than one adult with no children,1,18-24,42
11368,19,2013,3,More than one adult with no children,2,25-44,267
11369,19,2013,3,More than one adult with no children,3,45-64,914
11370,19,2013,3,More than one adult with no children,4,65 & Over,472
11371,19,2013,4,More than one adult with children,0,Total,971
11372,19,2013,4,More than one adult with children,1,18-24,12
11373,19,2013,4,More than one adult with children,2,25-44,459
11374,19,2013,4,More than one adult with children,3,45-64,470
11375,19,2013,4,More than one adult with children,4,65 & Over,30
11376,19,2014,0,All Households,0,Total,4119
11377,19,2014,0,All Households,1,18-24,86
11378,19,2014,0,All Households,2,25-44,1029
11379,19,2014,0,All Households,3,45-64,2001
11380,19,2014,0,All Households,4,65 & Over,1003
11381,19,2014,1,One adult with no children,0,Total,1287
11382,19,2014,1,One adult with no children,1,18-24,26
11383,19,2014,1,One adult with no children,2,25-44,238
11384,19,2014,1,One adult with no children,3,45-64,564
11385,19,2014,1,One adult with no children,4,65 & Over,459
11386,19,2014,2,One adult with children,0,Total,161
11387,19,2014,2,One adult with children,1,18-24,5
11388,19,2014,2,One adult with children,2,25-44,86
11389,19,2014,2,One adult with children,3,45-64,68
11390,19,2014,2,One adult with children,4,65 & Over,2
11391,19,2014,3,More than one adult with no children,0,Total,1717
11392,19,2014,3,More than one adult with no children,1,18-24,43
11393,19,2014,3,More than one adult with no children,2,25-44,264
11394,19,2014,3,More than one adult with no children,3,45-64,901
11395,19,2014,3,More than one adult with no children,4,65 & Over,509
11396,19,2014,4,More than one adult with children,0,Total,954
11397,19,2014,4,More than one adult with children,1,18-24,12
11398,19,2014,4,More than one adult with children,2,25-44,441
11399,19,2014,4,More than one adult with children,3,45-64,468
11400,19,2014,4,More than one adult with children,4,65 & Over,33
11401,19,2015,0,All Households,0,Total,4135
11402,19,2015,0,All Households,1,18-24,86
11403,19,2015,0,All Households,2,25-44,995
11404,19,2015,0,All Households,3,45-64,2007
11405,19,2015,0,All Households,4,65 & Over,1047
11406,19,2015,1,One adult with no children,0,Total,1293
11407,19,2015,1,One adult with no children,1,18-24,26
11408,19,2015,1,One adult with no children,2,25-44,228
11409,19,2015,1,One adult with no children,3,45-64,562
11410,19,2015,1,One adult with no children,4,65 & Over,477
11411,19,2015,2,One adult with children,0,Total,156
11412,19,2015,2,One adult with children,1,18-24,4
11413,19,2015,2,One adult with children,2,25-44,82
11414,19,2015,2,One adult with children,3,45-64,68
11415,19,2015,2,One adult with children,4,65 & Over,2
11416,19,2015,3,More than one adult with no children,0,Total,1740
11417,19,2015,3,More than one adult with no children,1,18-24,44
11418,19,2015,3,More than one adult with no children,2,25-44,260
11419,19,2015,3,More than one adult with no children,3,45-64,903
11420,19,2015,3,More than one adult with no children,4,65 & Over,533
11421,19,2015,4,More than one adult with children,0,Total,946
11422,19,2015,4,More than one adult with children,1,18-24,12
11423,19,2015,4,More than one adult with children,2,25-44,425
11424,19,2015,4,More than one adult with children,3,45-64,474
11425,19,2015,4,More than one adult with children,4,65 & Over,35
11426,19,2016,0,All Households,0,Total,4147
11427,19,2016,0,All Households,1,18-24,85
11428,19,2016,0,All Households,2,25-44,974
11429,19,2016,0,All Households,3,45-64,1998
11430,19,2016,0,All Households,4,65 & Over,1090
11431,19,2016,1,One adult with no children,0,Total,1297
11432,19,2016,1,One adult with no children,1,18-24,25
11433,19,2016,1,One adult with no children,2,25-44,222
11434,19,2016,1,One adult with no children,3,45-64,556
11435,19,2016,1,One adult with no children,4,65 & Over,494
11436,19,2016,2,One adult with children,0,Total,153
11437,19,2016,2,One adult with children,1,18-24,4
11438,19,2016,2,One adult with children,2,25-44,79
11439,19,2016,2,One adult with children,3,45-64,68
11440,19,2016,2,One adult with children,4,65 & Over,2
11441,19,2016,3,More than one adult with no children,0,Total,1758
11442,19,2016,3,More than one adult with no children,1,18-24,45
11443,19,2016,3,More than one adult with no children,2,25-44,259
11444,19,2016,3,More than one adult with no children,3,45-64,897
11445,19,2016,3,More than one adult with no children,4,65 & Over,557
11446,19,2016,4,More than one adult with children,0,Total,939
11447,19,2016,4,More than one adult with children,1,18-24,11
11448,19,2016,4,More than one adult with children,2,25-44,414
11449,19,2016,4,More than one adult with children,3,45-64,477
11450,19,2016,4,More than one adult with children,4,65 & Over,37
11451,19,2017,0,All Households,0,Total,4216
11452,19,2017,0,All Households,1,18-24,85
11453,19,2017,0,All Households,2,25-44,991
11454,19,2017,0,All Households,3,45-64,1972
11455,19,2017,0,All Households,4,65 & Over,1168
11456,19,2017,1,One adult with no children,0,Total,1321
11457,19,2017,1,One adult with no children,1,18-24,25
11458,19,2017,1,One adult with no children,2,25-44,224
11459,19,2017,1,One adult with no children,3,45-64,545
11460,19,2017,1,One adult with no children,4,65 & Over,527
11461,19,2017,2,One adult with children,0,Total,151
11462,19,2017,2,One adult with children,1,18-24,3
11463,19,2017,2,One adult with children,2,25-44,79
11464,19,2017,2,One adult with children,3,45-64,67
11465,19,2017,2,One adult with children,4,65 & Over,2
11466,19,2017,3,More than one adult with no children,0,Total,1798
11467,19,2017,3,More than one adult with no children,1,18-24,46
11468,19,2017,3,More than one adult with no children,2,25-44,269
11469,19,2017,3,More than one adult with no children,3,45-64,885
11470,19,2017,3,More than one adult with no children,4,65 & Over,598
11471,19,2017,4,More than one adult with children,0,Total,946
11472,19,2017,4,More than one adult with children,1,18-24,11
11473,19,2017,4,More than one adult with children,2,25-44,419
11474,19,2017,4,More than one adult with children,3,45-64,475
11475,19,2017,4,More than one adult with children,4,65 & Over,41
11476,19,2018,0,All Households,0,Total,4315
11477,19,2018,0,All Households,1,18-24,84
11478,19,2018,0,All Households,2,25-44,1021
11479,19,2018,0,All Households,3,45-64,1949
11480,19,2018,0,All Households,4,65 & Over,1261
11481,19,2018,1,One adult with no children,0,Total,1354
11482,19,2018,1,One adult with no children,1,18-24,24
11483,19,2018,1,One adult with no children,2,25-44,229
11484,19,2018,1,One adult with no children,3,45-64,535
11485,19,2018,1,One adult with no children,4,65 & Over,566
11486,19,2018,2,One adult with children,0,Total,152
11487,19,2018,2,One adult with children,1,18-24,3
11488,19,2018,2,One adult with children,2,25-44,81
11489,19,2018,2,One adult with children,3,45-64,66
11490,19,2018,2,One adult with children,4,65 & Over,2
11491,19,2018,3,More than one adult with no children,0,Total,1851
11492,19,2018,3,More than one adult with no children,1,18-24,47
11493,19,2018,3,More than one adult with no children,2,25-44,282
11494,19,2018,3,More than one adult with no children,3,45-64,874
11495,19,2018,3,More than one adult with no children,4,65 & Over,648
11496,19,2018,4,More than one adult with children,0,Total,958
11497,19,2018,4,More than one adult with children,1,18-24,10
11498,19,2018,4,More than one adult with children,2,25-44,429
11499,19,2018,4,More than one adult with children,3,45-64,474
11500,19,2018,4,More than one adult with children,4,65 & Over,45
11501,19,2019,0,All Households,0,Total,4317
11502,19,2019,0,All Households,1,18-24,84
11503,19,2019,0,All Households,2,25-44,1027
11504,19,2019,0,All Households,3,45-64,1898
11505,19,2019,0,All Households,4,65 & Over,1308
11506,19,2019,1,One adult with no children,0,Total,1360
11507,19,2019,1,One adult with no children,1,18-24,24
11508,19,2019,1,One adult with no children,2,25-44,230
11509,19,2019,1,One adult with no children,3,45-64,521
11510,19,2019,1,One adult with no children,4,65 & Over,585
11511,19,2019,2,One adult with children,0,Total,150
11512,19,2019,2,One adult with children,1,18-24,3
11513,19,2019,2,One adult with children,2,25-44,81
11514,19,2019,2,One adult with children,3,45-64,64
11515,19,2019,2,One adult with children,4,65 & Over,2
11516,19,2019,3,More than one adult with no children,0,Total,1856
11517,19,2019,3,More than one adult with no children,1,18-24,47
11518,19,2019,3,More than one adult with no children,2,25-44,284
11519,19,2019,3,More than one adult with no children,3,45-64,851
11520,19,2019,3,More than one adult with no children,4,65 & Over,674
11521,19,2019,4,More than one adult with children,0,Total,951
11522,19,2019,4,More than one adult with children,1,18-24,10
11523,19,2019,4,More than one adult with children,2,25-44,432
11524,19,2019,4,More than one adult with children,3,45-64,462
11525,19,2019,4,More than one adult with children,4,65 & Over,47
11526,19,2020,0,All Households,0,Total,4335
11527,19,2020,0,All Households,1,18-24,86
11528,19,2020,0,All Households,2,25-44,1038
11529,19,2020,0,All Households,3,45-64,1865
11530,19,2020,0,All Households,4,65 & Over,1346
11531,19,2020,1,One adult with no children,0,Total,1369
11532,19,2020,1,One adult with no children,1,18-24,25
11533,19,2020,1,One adult with no children,2,25-44,233
11534,19,2020,1,One adult with no children,3,45-64,512
11535,19,2020,1,One adult with no children,4,65 & Over,599
11536,19,2020,2,One adult with children,0,Total,150
11537,19,2020,2,One adult with children,1,18-24,3
11538,19,2020,2,One adult with children,2,25-44,82
11539,19,2020,2,One adult with children,3,45-64,63
11540,19,2020,2,One adult with children,4,65 & Over,2
11541,19,2020,3,More than one adult with no children,0,Total,1867
11542,19,2020,3,More than one adult with no children,1,18-24,48
11543,19,2020,3,More than one adult with no children,2,25-44,287
11544,19,2020,3,More than one adult with no children,3,45-64,836
11545,19,2020,3,More than one adult with no children,4,65 & Over,696
11546,19,2020,4,More than one adult with children,0,Total,949
11547,19,2020,4,More than one adult with children,1,18-24,10
11548,19,2020,4,More than one adult with children,2,25-44,436
11549,19,2020,4,More than one adult with children,3,45-64,454
11550,19,2020,4,More than one adult with children,4,65 & Over,49
11551,19,2021,0,All Households,0,Total,4340
11552,19,2021,0,All Households,1,18-24,87
11553,19,2021,0,All Households,2,25-44,1045
11554,19,2021,0,All Households,3,45-64,1825
11555,19,2021,0,All Households,4,65 & Over,1383
